CC.AA.	Grupos especiales	Periodo	Total
Canarias	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Canarias	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Canarias	Bienes industriales no duraderos	2006	277,577
Canarias	Bienes industriales no duraderos	2005	282,654
Canarias	Bienes industriales no duraderos	2004	282,654
Canarias	Bienes industriales no duraderos	2003	.
Canarias	Bienes industriales no duraderos	2002	.
Canarias	General sin tabaco	2006	979,805
Canarias	General sin tabaco	2005	979,108
Canarias	General sin tabaco	2004	979,108
Canarias	General sin tabaco	2003	.
Canarias	General sin tabaco	2002	.
Canarias	Alimentos y bebidas	2006	236,551
Canarias	Alimentos y bebidas	2005	240,023
Canarias	Alimentos y bebidas	2004	240,023
Canarias	Alimentos y bebidas	2003	.
Canarias	Alimentos y bebidas	2002	.
Canarias	Alimentos elaborados	2006	146,434
Canarias	Alimentos elaborados	2005	145,227
Canarias	Alimentos elaborados	2004	145,227
Canarias	Alimentos elaborados	2003	.
Canarias	Alimentos elaborados	2002	.
Canarias	Bienes industriales sin energia	2006	373,200
Canarias	Bienes industriales sin energia	2005	376,268
Canarias	Bienes industriales sin energia	2004	376,268
Canarias	Bienes industriales sin energia	2003	.
Canarias	Bienes industriales sin energia	2002	.
Canarias	Servicios (con alquiler de vivienda)	2006	349,388
Canarias	Servicios (con alquiler de vivienda)	2005	341,684
Canarias	Servicios (con alquiler de vivienda)	2004	341,684
Canarias	Servicios (con alquiler de vivienda)	2003	.
Canarias	Servicios (con alquiler de vivienda)	2002	.
Canarias	Alimentos, bebida y tabaco	2006	256,746
Canarias	Alimentos, bebida y tabaco	2005	260,915
Canarias	Alimentos, bebida y tabaco	2004	260,915
Canarias	Alimentos, bebida y tabaco	2003	.
Canarias	Alimentos, bebida y tabaco	2002	.
Canarias	Alimentos sin elaboración y productos energéticos	2006	139,551
Canarias	Alimentos sin elaboración y productos energéticos	2005	141,566
Canarias	Alimentos sin elaboración y productos energéticos	2004	141,566
Canarias	Alimentos sin elaboración y productos energéticos	2003	.
Canarias	Alimentos sin elaboración y productos energéticos	2002	.
Canarias	Bienes industriales sin productos energéticos	2006	316,921
Canarias	Bienes industriales sin productos energéticos	2005	322,426
Canarias	Bienes industriales sin productos energéticos	2004	322,426
Canarias	Bienes industriales sin productos energéticos	2003	.
Canarias	Bienes industriales sin productos energéticos	2002	.
Cantabria	Alimentos con elaboración, bebidas y tabaco	2006	168,214
Cantabria	Alimentos con elaboración, bebidas y tabaco	2005	169,668
Cantabria	Alimentos con elaboración, bebidas y tabaco	2004	169,668
Cantabria	Alimentos con elaboración, bebidas y tabaco	2003	.
Cantabria	Alimentos con elaboración, bebidas y tabaco	2002	.
Cantabria	Alimentos sin elaboración	2006	83,310
Cantabria	Alimentos sin elaboración	2005	85,447
Cantabria	Alimentos sin elaboración	2004	85,447
Cantabria	Alimentos sin elaboración	2003	.
Cantabria	Alimentos sin elaboración	2002	.
Cantabria	Bienes industriales	2006	417,773
Cantabria	Bienes industriales	2005	421,816
Cantabria	Bienes industriales	2004	421,816
Cantabria	Bienes industriales	2003	.
Cantabria	Bienes industriales	2002	.
Cantabria	Servicios sin alquiler de  vivienda	2006	308,560
Cantabria	Servicios sin alquiler de  vivienda	2005	301,256
Cantabria	Servicios sin alquiler de  vivienda	2004	301,256
Cantabria	Servicios sin alquiler de  vivienda	2003	.
Cantabria	Servicios sin alquiler de  vivienda	2002	.
Cantabria	Carburantes y combustibles	2006	71,487
Cantabria	Carburantes y combustibles	2005	68,492
Cantabria	Carburantes y combustibles	2004	68,492
Cantabria	Carburantes y combustibles	2003	.
Cantabria	Carburantes y combustibles	2002	.
Cantabria	Bienes industriales duraderos	2006	107,505
Cantabria	Bienes industriales duraderos	2005	106,234
Cantabria	Bienes industriales duraderos	2004	106,234
Cantabria	Bienes industriales duraderos	2003	.
Cantabria	Bienes industriales duraderos	2002	.
Cantabria	Productos energeticos	2006	95,847
Cantabria	Productos energeticos	2005	93,331
Cantabria	Productos energeticos	2004	93,331
Cantabria	Productos energeticos	2003	.
Cantabria	Productos energeticos	2002	.
Cantabria	General sin alimentos, bebidas y tabaco	2006	748,476
Cantabria	General sin alimentos, bebidas y tabaco	2005	744,885
Cantabria	General sin alimentos, bebidas y tabaco	2004	744,885
Cantabria	General sin alimentos, bebidas y tabaco	2003	.
Cantabria	General sin alimentos, bebidas y tabaco	2002	.
Cantabria	General sin alquiler de vivienda	2006	977,856
Cantabria	General sin alquiler de vivienda	2005	978,187
Cantabria	General sin alquiler de vivienda	2004	978,187
Cantabria	General sin alquiler de vivienda	2003	.
Cantabria	General sin alquiler de vivienda	2002	.
Cantabria	General sin carburantes ni combustibles	2006	928,513
Cantabria	General sin carburantes ni combustibles	2005	931,508
Cantabria	General sin carburantes ni combustibles	2004	931,508
Cantabria	General sin carburantes ni combustibles	2003	.
Cantabria	General sin carburantes ni combustibles	2002	.
Cantabria	General sin productos energeticos	2006	904,153
Cantabria	General sin productos energeticos	2005	906,669
Cantabria	General sin productos energeticos	2004	906,669
Cantabria	General sin productos energeticos	2003	.
Cantabria	General sin productos energeticos	2002	.
Cantabria	General sin alimentos no elaborados ni productos energeticos	2006	820,842
Cantabria	General sin alimentos no elaborados ni productos energeticos	2005	821,222
Cantabria	General sin alimentos no elaborados ni productos energeticos	2004	821,222
Cantabria	General sin alimentos no elaborados ni productos energeticos	2003	.
Cantabria	General sin alimentos no elaborados ni productos energeticos	2002	.
Cantabria	General sin servicios (incluye alquiler de vivienda)	2006	691,440
Cantabria	General sin servicios (incluye alquiler de vivienda)	2005	698,744
Cantabria	General sin servicios (incluye alquiler de vivienda)	2004	698,744
Cantabria	General sin servicios (incluye alquiler de vivienda)	2003	.
Cantabria	General sin servicios (incluye alquiler de vivienda)	2002	.
Cantabria	General sin servicios ni alquiler de vivienda	2006	669,297
Cantabria	General sin servicios ni alquiler de vivienda	2005	676,931
Cantabria	General sin servicios ni alquiler de vivienda	2004	676,931
Cantabria	General sin servicios ni alquiler de vivienda	2003	.
Cantabria	General sin servicios ni alquiler de vivienda	2002	.
Cantabria	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	726,332
Cantabria	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	723,072
Cantabria	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	723,072
Cantabria	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Cantabria	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Cantabria	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	676,989
Cantabria	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	676,393
Cantabria	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	676,393
Cantabria	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Cantabria	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Cantabria	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	652,629
Cantabria	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	651,554
Cantabria	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	651,554
Cantabria	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Cantabria	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Cantabria	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	439,916
Cantabria	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	443,629
Cantabria	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	443,629
Cantabria	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Cantabria	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Cantabria	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	417,773
Cantabria	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	421,816
Cantabria	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	421,816
Cantabria	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Cantabria	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Cantabria	Bienes industriales no duraderos	2006	310,268
Cantabria	Bienes industriales no duraderos	2005	315,582
Cantabria	Bienes industriales no duraderos	2004	315,582
Cantabria	Bienes industriales no duraderos	2003	.
Cantabria	Bienes industriales no duraderos	2002	.
Cantabria	General sin tabaco	2006	979,767
Cantabria	General sin tabaco	2005	979,128
Cantabria	General sin tabaco	2004	979,128
Cantabria	General sin tabaco	2003	.
Cantabria	General sin tabaco	2002	.
Cantabria	Alimentos y bebidas	2006	231,290
Cantabria	Alimentos y bebidas	2005	234,243
Cantabria	Alimentos y bebidas	2004	234,243
Cantabria	Alimentos y bebidas	2003	.
Cantabria	Alimentos y bebidas	2002	.
Cantabria	Alimentos elaborados	2006	130,351
Cantabria	Alimentos elaborados	2005	130,452
Cantabria	Alimentos elaborados	2004	130,452
Cantabria	Alimentos elaborados	2003	.
Cantabria	Alimentos elaborados	2002	.
Cantabria	Bienes industriales sin energia	2006	393,412
Cantabria	Bienes industriales sin energia	2005	396,977
Cantabria	Bienes industriales sin energia	2004	396,977
Cantabria	Bienes industriales sin energia	2003	.
Cantabria	Bienes industriales sin energia	2002	.
Cantabria	Servicios (con alquiler de vivienda)	2006	330,703
Cantabria	Servicios (con alquiler de vivienda)	2005	323,069
Cantabria	Servicios (con alquiler de vivienda)	2004	323,069
Cantabria	Servicios (con alquiler de vivienda)	2003	.
Cantabria	Servicios (con alquiler de vivienda)	2002	.
Cantabria	Alimentos, bebida y tabaco	2006	251,524
Cantabria	Alimentos, bebida y tabaco	2005	255,115
Cantabria	Alimentos, bebida y tabaco	2004	255,115
Cantabria	Alimentos, bebida y tabaco	2003	.
Cantabria	Alimentos, bebida y tabaco	2002	.
Cantabria	Alimentos sin elaboración y productos energéticos	2006	179,158
Cantabria	Alimentos sin elaboración y productos energéticos	2005	178,778
Cantabria	Alimentos sin elaboración y productos energéticos	2004	178,778
Cantabria	Alimentos sin elaboración y productos energéticos	2003	.
Cantabria	Alimentos sin elaboración y productos energéticos	2002	.
Cantabria	Bienes industriales sin productos energéticos	2006	321,925
Cantabria	Bienes industriales sin productos energéticos	2005	328,485
Cantabria	Bienes industriales sin productos energéticos	2004	328,485
Cantabria	Bienes industriales sin productos energéticos	2003	.
Cantabria	Bienes industriales sin productos energéticos	2002	.
Castilla y León	Alimentos con elaboración, bebidas y tabaco	2006	170,155
Castilla y León	Alimentos con elaboración, bebidas y tabaco	2005	171,676
Castilla y León	Alimentos con elaboración, bebidas y tabaco	2004	171,676
Castilla y León	Alimentos con elaboración, bebidas y tabaco	2003	.
Castilla y León	Alimentos con elaboración, bebidas y tabaco	2002	.
Castilla y León	Alimentos sin elaboración	2006	100,209
Castilla y León	Alimentos sin elaboración	2005	102,824
Castilla y León	Alimentos sin elaboración	2004	102,824
Castilla y León	Alimentos sin elaboración	2003	.
Castilla y León	Alimentos sin elaboración	2002	.
Castilla y León	Bienes industriales	2006	396,092
Castilla y León	Bienes industriales	2005	399,349
Castilla y León	Bienes industriales	2004	399,349
Castilla y León	Bienes industriales	2003	.
Castilla y León	Bienes industriales	2002	.
Castilla y León	Servicios sin alquiler de  vivienda	2006	314,144
Castilla y León	Servicios sin alquiler de  vivienda	2005	307,036
Castilla y León	Servicios sin alquiler de  vivienda	2004	307,036
Castilla y León	Servicios sin alquiler de  vivienda	2003	.
Castilla y León	Servicios sin alquiler de  vivienda	2002	.
Castilla y León	Carburantes y combustibles	2006	71,819
Castilla y León	Carburantes y combustibles	2005	68,862
Castilla y León	Carburantes y combustibles	2004	68,862
Castilla y León	Carburantes y combustibles	2003	.
Castilla y León	Carburantes y combustibles	2002	.
Castilla y León	Bienes industriales duraderos	2006	115,707
Castilla y León	Bienes industriales duraderos	2005	114,147
Castilla y León	Bienes industriales duraderos	2004	114,147
Castilla y León	Bienes industriales duraderos	2003	.
Castilla y León	Bienes industriales duraderos	2002	.
Castilla y León	Productos energeticos	2006	99,115
Castilla y León	Productos energeticos	2005	96,702
Castilla y León	Productos energeticos	2004	96,702
Castilla y León	Productos energeticos	2003	.
Castilla y León	Productos energeticos	2002	.
Castilla y León	General sin alimentos, bebidas y tabaco	2006	729,636
Castilla y León	General sin alimentos, bebidas y tabaco	2005	725,500
Castilla y León	General sin alimentos, bebidas y tabaco	2004	725,500
Castilla y León	General sin alimentos, bebidas y tabaco	2003	.
Castilla y León	General sin alimentos, bebidas y tabaco	2002	.
Castilla y León	General sin alquiler de vivienda	2006	980,601
Castilla y León	General sin alquiler de vivienda	2005	980,885
Castilla y León	General sin alquiler de vivienda	2004	980,885
Castilla y León	General sin alquiler de vivienda	2003	.
Castilla y León	General sin alquiler de vivienda	2002	.
Castilla y León	General sin carburantes ni combustibles	2006	928,181
Castilla y León	General sin carburantes ni combustibles	2005	931,138
Castilla y León	General sin carburantes ni combustibles	2004	931,138
Castilla y León	General sin carburantes ni combustibles	2003	.
Castilla y León	General sin carburantes ni combustibles	2002	.
Castilla y León	General sin productos energeticos	2006	900,885
Castilla y León	General sin productos energeticos	2005	903,298
Castilla y León	General sin productos energeticos	2004	903,298
Castilla y León	General sin productos energeticos	2003	.
Castilla y León	General sin productos energeticos	2002	.
Castilla y León	General sin alimentos no elaborados ni productos energeticos	2006	800,676
Castilla y León	General sin alimentos no elaborados ni productos energeticos	2005	800,474
Castilla y León	General sin alimentos no elaborados ni productos energeticos	2004	800,474
Castilla y León	General sin alimentos no elaborados ni productos energeticos	2003	.
Castilla y León	General sin alimentos no elaborados ni productos energeticos	2002	.
Castilla y León	General sin servicios (incluye alquiler de vivienda)	2006	685,856
Castilla y León	General sin servicios (incluye alquiler de vivienda)	2005	692,964
Castilla y León	General sin servicios (incluye alquiler de vivienda)	2004	692,964
Castilla y León	General sin servicios (incluye alquiler de vivienda)	2003	.
Castilla y León	General sin servicios (incluye alquiler de vivienda)	2002	.
Castilla y León	General sin servicios ni alquiler de vivienda	2006	666,457
Castilla y León	General sin servicios ni alquiler de vivienda	2005	673,849
Castilla y León	General sin servicios ni alquiler de vivienda	2004	673,849
Castilla y León	General sin servicios ni alquiler de vivienda	2003	.
Castilla y León	General sin servicios ni alquiler de vivienda	2002	.
Castilla y León	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	710,236
Castilla y León	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	706,385
Castilla y León	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	706,385
Castilla y León	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Castilla y León	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Castilla y León	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	657,817
Castilla y León	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	656,639
Castilla y León	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	656,639
Castilla y León	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Castilla y León	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Castilla y León	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	630,521
Castilla y León	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	628,798
Castilla y León	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	628,798
Castilla y León	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Castilla y León	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Castilla y León	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	415,492
Castilla y León	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	418,464
Castilla y León	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	418,464
Castilla y León	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Castilla y León	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Castilla y León	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	396,092
Castilla y León	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	399,349
Castilla y León	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	399,349
Castilla y León	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Castilla y León	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Castilla y León	Bienes industriales no duraderos	2006	280,385
Castilla y León	Bienes industriales no duraderos	2005	285,202
Castilla y León	Bienes industriales no duraderos	2004	285,202
Castilla y León	Bienes industriales no duraderos	2003	.
Castilla y León	Bienes industriales no duraderos	2002	.
Castilla y León	General sin tabaco	2006	980,137
Castilla y León	General sin tabaco	2005	979,504
Castilla y León	General sin tabaco	2004	979,504
Castilla y León	General sin tabaco	2003	.
Castilla y León	General sin tabaco	2002	.
Castilla y León	Alimentos y bebidas	2006	250,501
Castilla y León	Alimentos y bebidas	2005	254,004
Castilla y León	Alimentos y bebidas	2004	254,004
Castilla y León	Alimentos y bebidas	2003	.
Castilla y León	Alimentos y bebidas	2002	.
Castilla y León	Alimentos elaborados	2006	133,326
Castilla y León	Alimentos elaborados	2005	133,647
Castilla y León	Alimentos elaborados	2004	133,647
Castilla y León	Alimentos elaborados	2003	.
Castilla y León	Alimentos elaborados	2002	.
Castilla y León	Bienes industriales sin energia	2006	368,796
Castilla y León	Bienes industriales sin energia	2005	371,509
Castilla y León	Bienes industriales sin energia	2004	371,509
Castilla y León	Bienes industriales sin energia	2003	.
Castilla y León	Bienes industriales sin energia	2002	.
Castilla y León	Servicios (con alquiler de vivienda)	2006	333,543
Castilla y León	Servicios (con alquiler de vivienda)	2005	326,151
Castilla y León	Servicios (con alquiler de vivienda)	2004	326,151
Castilla y León	Servicios (con alquiler de vivienda)	2003	.
Castilla y León	Servicios (con alquiler de vivienda)	2002	.
Castilla y León	Alimentos, bebida y tabaco	2006	270,364
Castilla y León	Alimentos, bebida y tabaco	2005	274,500
Castilla y León	Alimentos, bebida y tabaco	2004	274,500
Castilla y León	Alimentos, bebida y tabaco	2003	.
Castilla y León	Alimentos, bebida y tabaco	2002	.
Castilla y León	Alimentos sin elaboración y productos energéticos	2006	199,324
Castilla y León	Alimentos sin elaboración y productos energéticos	2005	199,526
Castilla y León	Alimentos sin elaboración y productos energéticos	2004	199,526
Castilla y León	Alimentos sin elaboración y productos energéticos	2003	.
Castilla y León	Alimentos sin elaboración y productos energéticos	2002	.
Castilla y León	Bienes industriales sin productos energéticos	2006	296,977
Castilla y León	Bienes industriales sin productos energéticos	2005	302,647
Castilla y León	Bienes industriales sin productos energéticos	2004	302,647
Castilla y León	Bienes industriales sin productos energéticos	2003	.
Castilla y León	Bienes industriales sin productos energéticos	2002	.
Castilla La Mancha	Alimentos con elaboración, bebidas y tabaco	2006	183,554
Castilla La Mancha	Alimentos con elaboración, bebidas y tabaco	2005	185,295
Castilla La Mancha	Alimentos con elaboración, bebidas y tabaco	2004	185,295
Castilla La Mancha	Alimentos con elaboración, bebidas y tabaco	2003	.
Castilla La Mancha	Alimentos con elaboración, bebidas y tabaco	2002	.
Castilla La Mancha	Alimentos sin elaboración	2006	91,981
Castilla La Mancha	Alimentos sin elaboración	2005	94,448
Castilla La Mancha	Alimentos sin elaboración	2004	94,448
Castilla La Mancha	Alimentos sin elaboración	2003	.
Castilla La Mancha	Alimentos sin elaboración	2002	.
Castilla La Mancha	Bienes industriales	2006	414,027
Castilla La Mancha	Bienes industriales	2005	416,716
Castilla La Mancha	Bienes industriales	2004	416,716
Castilla La Mancha	Bienes industriales	2003	.
Castilla La Mancha	Bienes industriales	2002	.
Castilla La Mancha	Servicios sin alquiler de  vivienda	2006	296,462
Castilla La Mancha	Servicios sin alquiler de  vivienda	2005	289,768
Castilla La Mancha	Servicios sin alquiler de  vivienda	2004	289,768
Castilla La Mancha	Servicios sin alquiler de  vivienda	2003	.
Castilla La Mancha	Servicios sin alquiler de  vivienda	2002	.
Castilla La Mancha	Carburantes y combustibles	2006	82,153
Castilla La Mancha	Carburantes y combustibles	2005	78,525
Castilla La Mancha	Carburantes y combustibles	2004	78,525
Castilla La Mancha	Carburantes y combustibles	2003	.
Castilla La Mancha	Carburantes y combustibles	2002	.
Castilla La Mancha	Bienes industriales duraderos	2006	112,711
Castilla La Mancha	Bienes industriales duraderos	2005	111,009
Castilla La Mancha	Bienes industriales duraderos	2004	111,009
Castilla La Mancha	Bienes industriales duraderos	2003	.
Castilla La Mancha	Bienes industriales duraderos	2002	.
Castilla La Mancha	Productos energeticos	2006	109,332
Castilla La Mancha	Productos energeticos	2005	106,250
Castilla La Mancha	Productos energeticos	2004	106,250
Castilla La Mancha	Productos energeticos	2003	.
Castilla La Mancha	Productos energeticos	2002	.
Castilla La Mancha	General sin alimentos, bebidas y tabaco	2006	724,465
Castilla La Mancha	General sin alimentos, bebidas y tabaco	2005	720,257
Castilla La Mancha	General sin alimentos, bebidas y tabaco	2004	720,257
Castilla La Mancha	General sin alimentos, bebidas y tabaco	2003	.
Castilla La Mancha	General sin alimentos, bebidas y tabaco	2002	.
Castilla La Mancha	General sin alquiler de vivienda	2006	986,024
Castilla La Mancha	General sin alquiler de vivienda	2005	986,227
Castilla La Mancha	General sin alquiler de vivienda	2004	986,227
Castilla La Mancha	General sin alquiler de vivienda	2003	.
Castilla La Mancha	General sin alquiler de vivienda	2002	.
Castilla La Mancha	General sin carburantes ni combustibles	2006	917,847
Castilla La Mancha	General sin carburantes ni combustibles	2005	921,475
Castilla La Mancha	General sin carburantes ni combustibles	2004	921,475
Castilla La Mancha	General sin carburantes ni combustibles	2003	.
Castilla La Mancha	General sin carburantes ni combustibles	2002	.
Castilla La Mancha	General sin productos energeticos	2006	890,668
Castilla La Mancha	General sin productos energeticos	2005	893,750
Castilla La Mancha	General sin productos energeticos	2004	893,750
Castilla La Mancha	General sin productos energeticos	2003	.
Castilla La Mancha	General sin productos energeticos	2002	.
Castilla La Mancha	General sin alimentos no elaborados ni productos energeticos	2006	798,686
Castilla La Mancha	General sin alimentos no elaborados ni productos energeticos	2005	799,302
Castilla La Mancha	General sin alimentos no elaborados ni productos energeticos	2004	799,302
Castilla La Mancha	General sin alimentos no elaborados ni productos energeticos	2003	.
Castilla La Mancha	General sin alimentos no elaborados ni productos energeticos	2002	.
Castilla La Mancha	General sin servicios (incluye alquiler de vivienda)	2006	703,538
Castilla La Mancha	General sin servicios (incluye alquiler de vivienda)	2005	710,232
Castilla La Mancha	General sin servicios (incluye alquiler de vivienda)	2004	710,232
Castilla La Mancha	General sin servicios (incluye alquiler de vivienda)	2003	.
Castilla La Mancha	General sin servicios (incluye alquiler de vivienda)	2002	.
Castilla La Mancha	General sin servicios ni alquiler de vivienda	2006	689,562
Castilla La Mancha	General sin servicios ni alquiler de vivienda	2005	696,459
Castilla La Mancha	General sin servicios ni alquiler de vivienda	2004	696,459
Castilla La Mancha	General sin servicios ni alquiler de vivienda	2003	.
Castilla La Mancha	General sin servicios ni alquiler de vivienda	2002	.
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	710,489
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	706,484
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	706,484
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Castilla La Mancha	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	642,312
Castilla La Mancha	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	641,732
Castilla La Mancha	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	641,732
Castilla La Mancha	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Castilla La Mancha	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	615,132
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	614,007
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	614,007
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	428,003
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	430,489
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	430,489
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Castilla La Mancha	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Castilla La Mancha	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	414,027
Castilla La Mancha	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	416,716
Castilla La Mancha	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	416,716
Castilla La Mancha	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Castilla La Mancha	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Castilla La Mancha	Bienes industriales no duraderos	2006	301,316
Castilla La Mancha	Bienes industriales no duraderos	2005	305,707
Castilla La Mancha	Bienes industriales no duraderos	2004	305,707
Castilla La Mancha	Bienes industriales no duraderos	2003	.
Castilla La Mancha	Bienes industriales no duraderos	2002	.
Castilla La Mancha	General sin tabaco	2006	976,796
Castilla La Mancha	General sin tabaco	2005	976,055
Castilla La Mancha	General sin tabaco	2004	976,055
Castilla La Mancha	General sin tabaco	2003	.
Castilla La Mancha	General sin tabaco	2002	.
Castilla La Mancha	Alimentos y bebidas	2006	252,331
Castilla La Mancha	Alimentos y bebidas	2005	255,798
Castilla La Mancha	Alimentos y bebidas	2004	255,798
Castilla La Mancha	Alimentos y bebidas	2003	.
Castilla La Mancha	Alimentos y bebidas	2002	.
Castilla La Mancha	Alimentos elaborados	2006	139,832
Castilla La Mancha	Alimentos elaborados	2005	140,332
Castilla La Mancha	Alimentos elaborados	2004	140,332
Castilla La Mancha	Alimentos elaborados	2003	.
Castilla La Mancha	Alimentos elaborados	2002	.
Castilla La Mancha	Bienes industriales sin energia	2006	386,847
Castilla La Mancha	Bienes industriales sin energia	2005	388,991
Castilla La Mancha	Bienes industriales sin energia	2004	388,991
Castilla La Mancha	Bienes industriales sin energia	2003	.
Castilla La Mancha	Bienes industriales sin energia	2002	.
Castilla La Mancha	Servicios (con alquiler de vivienda)	2006	310,438
Castilla La Mancha	Servicios (con alquiler de vivienda)	2005	303,541
Castilla La Mancha	Servicios (con alquiler de vivienda)	2004	303,541
Castilla La Mancha	Servicios (con alquiler de vivienda)	2003	.
Castilla La Mancha	Servicios (con alquiler de vivienda)	2002	.
Castilla La Mancha	Alimentos, bebida y tabaco	2006	275,535
Castilla La Mancha	Alimentos, bebida y tabaco	2005	279,743
Castilla La Mancha	Alimentos, bebida y tabaco	2004	279,743
Castilla La Mancha	Alimentos, bebida y tabaco	2003	.
Castilla La Mancha	Alimentos, bebida y tabaco	2002	.
Castilla La Mancha	Alimentos sin elaboración y productos energéticos	2006	201,314
Castilla La Mancha	Alimentos sin elaboración y productos energéticos	2005	200,698
Castilla La Mancha	Alimentos sin elaboración y productos energéticos	2004	200,698
Castilla La Mancha	Alimentos sin elaboración y productos energéticos	2003	.
