CC.AA.	Grupos especiales	Periodo	Total
Galicia	Productos energeticos	2003	.
Galicia	Productos energeticos	2002	.
Galicia	General sin alimentos, bebidas y tabaco	2006	729,680
Galicia	General sin alimentos, bebidas y tabaco	2005	725,951
Galicia	General sin alimentos, bebidas y tabaco	2004	725,951
Galicia	General sin alimentos, bebidas y tabaco	2003	.
Galicia	General sin alimentos, bebidas y tabaco	2002	.
Galicia	General sin alquiler de vivienda	2006	981,069
Galicia	General sin alquiler de vivienda	2005	981,363
Galicia	General sin alquiler de vivienda	2004	981,363
Galicia	General sin alquiler de vivienda	2003	.
Galicia	General sin alquiler de vivienda	2002	.
Galicia	General sin carburantes ni combustibles	2006	927,824
Galicia	General sin carburantes ni combustibles	2005	931,041
Galicia	General sin carburantes ni combustibles	2004	931,041
Galicia	General sin carburantes ni combustibles	2003	.
Galicia	General sin carburantes ni combustibles	2002	.
Galicia	General sin productos energeticos	2006	905,802
Galicia	General sin productos energeticos	2005	908,601
Galicia	General sin productos energeticos	2004	908,601
Galicia	General sin productos energeticos	2003	.
Galicia	General sin productos energeticos	2002	.
Galicia	General sin alimentos no elaborados ni productos energeticos	2006	812,904
Galicia	General sin alimentos no elaborados ni productos energeticos	2005	813,399
Galicia	General sin alimentos no elaborados ni productos energeticos	2004	813,399
Galicia	General sin alimentos no elaborados ni productos energeticos	2003	.
Galicia	General sin alimentos no elaborados ni productos energeticos	2002	.
Galicia	General sin servicios (incluye alquiler de vivienda)	2006	700,949
Galicia	General sin servicios (incluye alquiler de vivienda)	2005	707,674
Galicia	General sin servicios (incluye alquiler de vivienda)	2004	707,674
Galicia	General sin servicios (incluye alquiler de vivienda)	2003	.
Galicia	General sin servicios (incluye alquiler de vivienda)	2002	.
Galicia	General sin servicios ni alquiler de vivienda	2006	682,018
Galicia	General sin servicios ni alquiler de vivienda	2005	689,037
Galicia	General sin servicios ni alquiler de vivienda	2004	689,037
Galicia	General sin servicios ni alquiler de vivienda	2003	.
Galicia	General sin servicios ni alquiler de vivienda	2002	.
Galicia	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	710,749
Galicia	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	707,314
Galicia	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	707,314
Galicia	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Galicia	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Galicia	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	657,503
Galicia	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	656,992
Galicia	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	656,992
Galicia	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Galicia	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Galicia	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	635,482
Galicia	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	634,552
Galicia	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	634,552
Galicia	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Galicia	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Galicia	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	430,629
Galicia	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	433,625
Galicia	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	433,625
Galicia	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Galicia	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Galicia	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	411,698
Galicia	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	414,988
Galicia	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	414,988
Galicia	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Galicia	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Galicia	Bienes industriales no duraderos	2006	290,702
Galicia	Bienes industriales no duraderos	2005	295,311
Galicia	Bienes industriales no duraderos	2004	295,311
Galicia	Bienes industriales no duraderos	2003	.
Galicia	Bienes industriales no duraderos	2002	.
Galicia	General sin tabaco	2006	980,788
Galicia	General sin tabaco	2005	980,194
Galicia	General sin tabaco	2004	980,194
Galicia	General sin tabaco	2003	.
Galicia	General sin tabaco	2002	.
Galicia	Alimentos y bebidas	2006	251,108
Galicia	Alimentos y bebidas	2005	254,243
Galicia	Alimentos y bebidas	2004	254,243
Galicia	Alimentos y bebidas	2003	.
Galicia	Alimentos y bebidas	2002	.
Galicia	Alimentos elaborados	2006	135,317
Galicia	Alimentos elaborados	2005	135,233
Galicia	Alimentos elaborados	2004	135,233
Galicia	Alimentos elaborados	2003	.
Galicia	Alimentos elaborados	2002	.
Galicia	Bienes industriales sin energia	2006	389,677
Galicia	Bienes industriales sin energia	2005	392,548
Galicia	Bienes industriales sin energia	2004	392,548
Galicia	Bienes industriales sin energia	2003	.
Galicia	Bienes industriales sin energia	2002	.
Galicia	Servicios (con alquiler de vivienda)	2006	317,982
Galicia	Servicios (con alquiler de vivienda)	2005	310,963
Galicia	Servicios (con alquiler de vivienda)	2004	310,963
Galicia	Servicios (con alquiler de vivienda)	2003	.
Galicia	Servicios (con alquiler de vivienda)	2002	.
Galicia	Alimentos, bebida y tabaco	2006	270,320
Galicia	Alimentos, bebida y tabaco	2005	274,049
Galicia	Alimentos, bebida y tabaco	2004	274,049
Galicia	Alimentos, bebida y tabaco	2003	.
Galicia	Alimentos, bebida y tabaco	2002	.
Galicia	Alimentos sin elaboración y productos energéticos	2006	187,096
Galicia	Alimentos sin elaboración y productos energéticos	2005	186,601
Galicia	Alimentos sin elaboración y productos energéticos	2004	186,601
Galicia	Alimentos sin elaboración y productos energéticos	2003	.
Galicia	Alimentos sin elaboración y productos energéticos	2002	.
Galicia	Bienes industriales sin productos energéticos	2006	317,501
Galicia	Bienes industriales sin productos energéticos	2005	323,589
Galicia	Bienes industriales sin productos energéticos	2004	323,589
Galicia	Bienes industriales sin productos energéticos	2003	.
Galicia	Bienes industriales sin productos energéticos	2002	.
Madrid (Comunidad)	Alimentos con elaboración, bebidas y tabaco	2006	140,466
Madrid (Comunidad)	Alimentos con elaboración, bebidas y tabaco	2005	142,239
Madrid (Comunidad)	Alimentos con elaboración, bebidas y tabaco	2004	142,239
Madrid (Comunidad)	Alimentos con elaboración, bebidas y tabaco	2003	.
Madrid (Comunidad)	Alimentos con elaboración, bebidas y tabaco	2002	.
Madrid (Comunidad)	Alimentos sin elaboración	2006	82,470
Madrid (Comunidad)	Alimentos sin elaboración	2005	85,006
Madrid (Comunidad)	Alimentos sin elaboración	2004	85,006
Madrid (Comunidad)	Alimentos sin elaboración	2003	.
Madrid (Comunidad)	Alimentos sin elaboración	2002	.
Madrid (Comunidad)	Bienes industriales	2006	358,700
Madrid (Comunidad)	Bienes industriales	2005	362,229
Madrid (Comunidad)	Bienes industriales	2004	362,229
Madrid (Comunidad)	Bienes industriales	2003	.
Madrid (Comunidad)	Bienes industriales	2002	.
Madrid (Comunidad)	Servicios sin alquiler de  vivienda	2006	392,559
Madrid (Comunidad)	Servicios sin alquiler de  vivienda	2005	385,012
Madrid (Comunidad)	Servicios sin alquiler de  vivienda	2004	385,012
Madrid (Comunidad)	Servicios sin alquiler de  vivienda	2003	.
Madrid (Comunidad)	Servicios sin alquiler de  vivienda	2002	.
Madrid (Comunidad)	Carburantes y combustibles	2006	70,401
Madrid (Comunidad)	Carburantes y combustibles	2005	67,963
Madrid (Comunidad)	Carburantes y combustibles	2004	67,963
Madrid (Comunidad)	Carburantes y combustibles	2003	.
Madrid (Comunidad)	Carburantes y combustibles	2002	.
Madrid (Comunidad)	Bienes industriales duraderos	2006	106,854
Madrid (Comunidad)	Bienes industriales duraderos	2005	105,754
Madrid (Comunidad)	Bienes industriales duraderos	2004	105,754
Madrid (Comunidad)	Bienes industriales duraderos	2003	.
Madrid (Comunidad)	Bienes industriales duraderos	2002	.
Madrid (Comunidad)	Productos energeticos	2006	90,557
Madrid (Comunidad)	Productos energeticos	2005	88,592
Madrid (Comunidad)	Productos energeticos	2004	88,592
Madrid (Comunidad)	Productos energeticos	2003	.
Madrid (Comunidad)	Productos energeticos	2002	.
Madrid (Comunidad)	General sin alimentos, bebidas y tabaco	2006	777,063
Madrid (Comunidad)	General sin alimentos, bebidas y tabaco	2005	772,756
Madrid (Comunidad)	General sin alimentos, bebidas y tabaco	2004	772,756
Madrid (Comunidad)	General sin alimentos, bebidas y tabaco	2003	.
Madrid (Comunidad)	General sin alimentos, bebidas y tabaco	2002	.
Madrid (Comunidad)	General sin alquiler de vivienda	2006	974,196
Madrid (Comunidad)	General sin alquiler de vivienda	2005	974,486
Madrid (Comunidad)	General sin alquiler de vivienda	2004	974,486
Madrid (Comunidad)	General sin alquiler de vivienda	2003	.
Madrid (Comunidad)	General sin alquiler de vivienda	2002	.
Madrid (Comunidad)	General sin carburantes ni combustibles	2006	929,599
Madrid (Comunidad)	General sin carburantes ni combustibles	2005	932,037
Madrid (Comunidad)	General sin carburantes ni combustibles	2004	932,037
Madrid (Comunidad)	General sin carburantes ni combustibles	2003	.
Madrid (Comunidad)	General sin carburantes ni combustibles	2002	.
Madrid (Comunidad)	General sin productos energeticos	2006	909,443
Madrid (Comunidad)	General sin productos energeticos	2005	911,408
Madrid (Comunidad)	General sin productos energeticos	2004	911,408
Madrid (Comunidad)	General sin productos energeticos	2003	.
Madrid (Comunidad)	General sin productos energeticos	2002	.
Madrid (Comunidad)	General sin alimentos no elaborados ni productos energeticos	2006	826,973
Madrid (Comunidad)	General sin alimentos no elaborados ni productos energeticos	2005	826,402
Madrid (Comunidad)	General sin alimentos no elaborados ni productos energeticos	2004	826,402
Madrid (Comunidad)	General sin alimentos no elaborados ni productos energeticos	2003	.
Madrid (Comunidad)	General sin alimentos no elaborados ni productos energeticos	2002	.
Madrid (Comunidad)	General sin servicios (incluye alquiler de vivienda)	2006	607,441
Madrid (Comunidad)	General sin servicios (incluye alquiler de vivienda)	2005	614,988
Madrid (Comunidad)	General sin servicios (incluye alquiler de vivienda)	2004	614,988
Madrid (Comunidad)	General sin servicios (incluye alquiler de vivienda)	2003	.
Madrid (Comunidad)	General sin servicios (incluye alquiler de vivienda)	2002	.
Madrid (Comunidad)	General sin servicios ni alquiler de vivienda	2006	581,636
Madrid (Comunidad)	General sin servicios ni alquiler de vivienda	2005	589,474
Madrid (Comunidad)	General sin servicios ni alquiler de vivienda	2004	589,474
Madrid (Comunidad)	General sin servicios ni alquiler de vivienda	2003	.
Madrid (Comunidad)	General sin servicios ni alquiler de vivienda	2002	.
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	751,259
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	747,241
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	747,241
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	706,663
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	704,793
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	704,793
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	686,507
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	684,164
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	684,164
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	384,504
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	387,743
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	387,743
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	358,700
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	362,229
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	362,229
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Madrid (Comunidad)	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Madrid (Comunidad)	Bienes industriales no duraderos	2006	251,845
Madrid (Comunidad)	Bienes industriales no duraderos	2005	256,475
Madrid (Comunidad)	Bienes industriales no duraderos	2004	256,475
Madrid (Comunidad)	Bienes industriales no duraderos	2003	.
Madrid (Comunidad)	Bienes industriales no duraderos	2002	.
Madrid (Comunidad)	General sin tabaco	2006	978,775
Madrid (Comunidad)	General sin tabaco	2005	978,023
Madrid (Comunidad)	General sin tabaco	2004	978,023
Madrid (Comunidad)	General sin tabaco	2003	.
Madrid (Comunidad)	General sin tabaco	2002	.
Madrid (Comunidad)	Alimentos y bebidas	2006	201,711
Madrid (Comunidad)	Alimentos y bebidas	2005	205,267
Madrid (Comunidad)	Alimentos y bebidas	2004	205,267
Madrid (Comunidad)	Alimentos y bebidas	2003	.
Madrid (Comunidad)	Alimentos y bebidas	2002	.
Madrid (Comunidad)	Alimentos elaborados	2006	102,491
Madrid (Comunidad)	Alimentos elaborados	2005	103,026
Madrid (Comunidad)	Alimentos elaborados	2004	103,026
Madrid (Comunidad)	Alimentos elaborados	2003	.
Madrid (Comunidad)	Alimentos elaborados	2002	.
Madrid (Comunidad)	Bienes industriales sin energia	2006	338,544
Madrid (Comunidad)	Bienes industriales sin energia	2005	341,600
Madrid (Comunidad)	Bienes industriales sin energia	2004	341,600
Madrid (Comunidad)	Bienes industriales sin energia	2003	.
Madrid (Comunidad)	Bienes industriales sin energia	2002	.
Madrid (Comunidad)	Servicios (con alquiler de vivienda)	2006	418,364
Madrid (Comunidad)	Servicios (con alquiler de vivienda)	2005	410,526
Madrid (Comunidad)	Servicios (con alquiler de vivienda)	2004	410,526
Madrid (Comunidad)	Servicios (con alquiler de vivienda)	2003	.
Madrid (Comunidad)	Servicios (con alquiler de vivienda)	2002	.
Madrid (Comunidad)	Alimentos, bebida y tabaco	2006	222,937
Madrid (Comunidad)	Alimentos, bebida y tabaco	2005	227,244
Madrid (Comunidad)	Alimentos, bebida y tabaco	2004	227,244
Madrid (Comunidad)	Alimentos, bebida y tabaco	2003	.
Madrid (Comunidad)	Alimentos, bebida y tabaco	2002	.
Madrid (Comunidad)	Alimentos sin elaboración y productos energéticos	2006	173,027
Madrid (Comunidad)	Alimentos sin elaboración y productos energéticos	2005	173,598
Madrid (Comunidad)	Alimentos sin elaboración y productos energéticos	2004	173,598
Madrid (Comunidad)	Alimentos sin elaboración y productos energéticos	2003	.
Madrid (Comunidad)	Alimentos sin elaboración y productos energéticos	2002	.
Madrid (Comunidad)	Bienes industriales sin productos energéticos	2006	268,143
Madrid (Comunidad)	Bienes industriales sin productos energéticos	2005	273,637
Madrid (Comunidad)	Bienes industriales sin productos energéticos	2004	273,637
Madrid (Comunidad)	Bienes industriales sin productos energéticos	2003	.
Madrid (Comunidad)	Bienes industriales sin productos energéticos	2002	.
Murcia (Comunidad)	Alimentos con elaboración, bebidas y tabaco	2006	188,516
Murcia (Comunidad)	Alimentos con elaboración, bebidas y tabaco	2005	190,441
Murcia (Comunidad)	Alimentos con elaboración, bebidas y tabaco	2004	190,441
Murcia (Comunidad)	Alimentos con elaboración, bebidas y tabaco	2003	.
Murcia (Comunidad)	Alimentos con elaboración, bebidas y tabaco	2002	.
Murcia (Comunidad)	Alimentos sin elaboración	2006	73,449
Murcia (Comunidad)	Alimentos sin elaboración	2005	75,532
Murcia (Comunidad)	Alimentos sin elaboración	2004	75,532
Murcia (Comunidad)	Alimentos sin elaboración	2003	.
Murcia (Comunidad)	Alimentos sin elaboración	2002	.
Murcia (Comunidad)	Bienes industriales	2006	408,110
Murcia (Comunidad)	Bienes industriales	2005	411,011
Murcia (Comunidad)	Bienes industriales	2004	411,011
Murcia (Comunidad)	Bienes industriales	2003	.
Murcia (Comunidad)	Bienes industriales	2002	.
Murcia (Comunidad)	Servicios sin alquiler de  vivienda	2006	313,889
Murcia (Comunidad)	Servicios sin alquiler de  vivienda	2005	307,205
Murcia (Comunidad)	Servicios sin alquiler de  vivienda	2004	307,205
Murcia (Comunidad)	Servicios sin alquiler de  vivienda	2003	.
Murcia (Comunidad)	Servicios sin alquiler de  vivienda	2002	.
Murcia (Comunidad)	Carburantes y combustibles	2006	74,403
Murcia (Comunidad)	Carburantes y combustibles	2005	71,112
Murcia (Comunidad)	Carburantes y combustibles	2004	71,112
Murcia (Comunidad)	Carburantes y combustibles	2003	.
Murcia (Comunidad)	Carburantes y combustibles	2002	.
Murcia (Comunidad)	Bienes industriales duraderos	2006	120,718
Murcia (Comunidad)	Bienes industriales duraderos	2005	119,437
Murcia (Comunidad)	Bienes industriales duraderos	2004	119,437
Murcia (Comunidad)	Bienes industriales duraderos	2003	.
Murcia (Comunidad)	Bienes industriales duraderos	2002	.
Murcia (Comunidad)	Productos energeticos	2006	93,569
Murcia (Comunidad)	Productos energeticos	2005	90,672
Murcia (Comunidad)	Productos energeticos	2004	90,672
Murcia (Comunidad)	Productos energeticos	2003	.
Murcia (Comunidad)	Productos energeticos	2002	.
Murcia (Comunidad)	General sin alimentos, bebidas y tabaco	2006	738,035
Murcia (Comunidad)	General sin alimentos, bebidas y tabaco	2005	734,027
Murcia (Comunidad)	General sin alimentos, bebidas y tabaco	2004	734,027
Murcia (Comunidad)	General sin alimentos, bebidas y tabaco	2003	.
Murcia (Comunidad)	General sin alimentos, bebidas y tabaco	2002	.
Murcia (Comunidad)	General sin alquiler de vivienda	2006	983,964
Murcia (Comunidad)	General sin alquiler de vivienda	2005	984,189
Murcia (Comunidad)	General sin alquiler de vivienda	2004	984,189
Murcia (Comunidad)	General sin alquiler de vivienda	2003	.
Murcia (Comunidad)	General sin alquiler de vivienda	2002	.
Murcia (Comunidad)	General sin carburantes ni combustibles	2006	925,597
Murcia (Comunidad)	General sin carburantes ni combustibles	2005	928,888
Murcia (Comunidad)	General sin carburantes ni combustibles	2004	928,888
Murcia (Comunidad)	General sin carburantes ni combustibles	2003	.
Murcia (Comunidad)	General sin carburantes ni combustibles	2002	.
Murcia (Comunidad)	General sin productos energeticos	2006	906,431
Murcia (Comunidad)	General sin productos energeticos	2005	909,328
Murcia (Comunidad)	General sin productos energeticos	2004	909,328
Murcia (Comunidad)	General sin productos energeticos	2003	.
Murcia (Comunidad)	General sin productos energeticos	2002	.
Murcia (Comunidad)	General sin alimentos no elaborados ni productos energeticos	2006	832,982
Murcia (Comunidad)	General sin alimentos no elaborados ni productos energeticos	2005	833,796
Murcia (Comunidad)	General sin alimentos no elaborados ni productos energeticos	2004	833,796
Murcia (Comunidad)	General sin alimentos no elaborados ni productos energeticos	2003	.
Murcia (Comunidad)	General sin alimentos no elaborados ni productos energeticos	2002	.
Murcia (Comunidad)	General sin servicios (incluye alquiler de vivienda)	2006	686,111
Murcia (Comunidad)	General sin servicios (incluye alquiler de vivienda)	2005	692,795
Murcia (Comunidad)	General sin servicios (incluye alquiler de vivienda)	2004	692,795
Murcia (Comunidad)	General sin servicios (incluye alquiler de vivienda)	2003	.
Murcia (Comunidad)	General sin servicios (incluye alquiler de vivienda)	2002	.
Murcia (Comunidad)	General sin servicios ni alquiler de vivienda	2006	670,075
Murcia (Comunidad)	General sin servicios ni alquiler de vivienda	2005	676,984
Murcia (Comunidad)	General sin servicios ni alquiler de vivienda	2004	676,984
Murcia (Comunidad)	General sin servicios ni alquiler de vivienda	2003	.
Murcia (Comunidad)	General sin servicios ni alquiler de vivienda	2002	.
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2006	721,999
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2005	718,216
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2004	718,216
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2003	.
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni alquiler de vivienda	2002	.
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco,carburante ni combustible	2006	663,633
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco,carburante ni combustible	2005	662,914
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco,carburante ni combustible	2004	662,914
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco,carburante ni combustible	2003	.
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco,carburante ni combustible	2002	.
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni productos energéticos	2006	644,466
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni productos energéticos	2005	643,354
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni productos energéticos	2004	643,354
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni productos energéticos	2003	.
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni productos energéticos	2002	.
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2006	424,146
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2005	426,822
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2004	426,822
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2003	.
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.)	2002	.
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2006	408,110
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2005	411,011
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2004	411,011
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2003	.
Murcia (Comunidad)	General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda	2002	.
Murcia (Comunidad)	Bienes industriales no duraderos	2006	287,392
Murcia (Comunidad)	Bienes industriales no duraderos	2005	291,574
Murcia (Comunidad)	Bienes industriales no duraderos	2004	291,574
Murcia (Comunidad)	Bienes industriales no duraderos	2003	.
Murcia (Comunidad)	Bienes industriales no duraderos	2002	.
Murcia (Comunidad)	General sin tabaco	2006	971,452
Murcia (Comunidad)	General sin tabaco	2005	970,525
Murcia (Comunidad)	General sin tabaco	2004	970,525
Murcia (Comunidad)	General sin tabaco	2003	.
Murcia (Comunidad)	General sin tabaco	2002	.
Murcia (Comunidad)	Alimentos y bebidas	2006	233,416
Murcia (Comunidad)	Alimentos y bebidas	2005	236,498
Murcia (Comunidad)	Alimentos y bebidas	2004	236,498
Murcia (Comunidad)	Alimentos y bebidas	2003	.
Murcia (Comunidad)	Alimentos y bebidas	2002	.
Murcia (Comunidad)	Alimentos elaborados	2006	133,171
Murcia (Comunidad)	Alimentos elaborados	2005	133,634
Murcia (Comunidad)	Alimentos elaborados	2004	133,634
Murcia (Comunidad)	Alimentos elaborados	2003	.
Murcia (Comunidad)	Alimentos elaborados	2002	.
Murcia (Comunidad)	Bienes industriales sin energia	2006	388,944
Murcia (Comunidad)	Bienes industriales sin energia	2005	391,451
Murcia (Comunidad)	Bienes industriales sin energia	2004	391,451
Murcia (Comunidad)	Bienes industriales sin energia	2003	.
Murcia (Comunidad)	Bienes industriales sin energia	2002	.
Murcia (Comunidad)	Servicios (con alquiler de vivienda)	2006	329,925
Murcia (Comunidad)	Servicios (con alquiler de vivienda)	2005	323,016
Murcia (Comunidad)	Servicios (con alquiler de vivienda)	2004	323,016
Murcia (Comunidad)	Servicios (con alquiler de vivienda)	2003	.
Murcia (Comunidad)	Servicios (con alquiler de vivienda)	2002	.
Murcia (Comunidad)	Alimentos, bebida y tabaco	2006	261,965
Murcia (Comunidad)	Alimentos, bebida y tabaco	2005	265,973
Murcia (Comunidad)	Alimentos, bebida y tabaco	2004	265,973
Murcia (Comunidad)	Alimentos, bebida y tabaco	2003	.
Murcia (Comunidad)	Alimentos, bebida y tabaco	2002	.
Murcia (Comunidad)	Alimentos sin elaboración y productos energéticos	2006	167,018
Murcia (Comunidad)	Alimentos sin elaboración y productos energéticos	2005	166,204
Murcia (Comunidad)	Alimentos sin elaboración y productos energéticos	2004	166,204
Murcia (Comunidad)	Alimentos sin elaboración y productos energéticos	2003	.
Murcia (Comunidad)	Alimentos sin elaboración y productos energéticos	2002	.
Murcia (Comunidad)	Bienes industriales sin productos energéticos	2006	314,541
Murcia (Comunidad)	Bienes industriales sin productos energéticos	2005	320,338
Murcia (Comunidad)	Bienes industriales sin productos energéticos	2004	320,338
Murcia (Comunidad)	Bienes industriales sin productos energéticos	2003	.
Murcia (Comunidad)	Bienes industriales sin productos energéticos	2002	.
Navarra	Alimentos con elaboración, bebidas y tabaco	2006	143,501
Navarra	Alimentos con elaboración, bebidas y tabaco	2005	144,871
Navarra	Alimentos con elaboración, bebidas y tabaco	2004	144,871
Navarra	Alimentos con elaboración, bebidas y tabaco	2003	.
Navarra	Alimentos con elaboración, bebidas y tabaco	2002	.
Navarra	Alimentos sin elaboración	2006	74,555
Navarra	Alimentos sin elaboración	2005	76,610
Navarra	Alimentos sin elaboración	2004	76,610
Navarra	Alimentos sin elaboración	2003	.
Navarra	Alimentos sin elaboración	2002	.
Navarra	Bienes industriales	2006	426,565
Navarra	Bienes industriales	2005	430,601
Navarra	Bienes industriales	2004	430,601
Navarra	Bienes industriales	2003	.
Navarra	Bienes industriales	2002	.
Navarra	Servicios sin alquiler de  vivienda	2006	343,676
Navarra	Servicios sin alquiler de  vivienda	2005	336,380
Navarra	Servicios sin alquiler de  vivienda	2004	336,380
Navarra	Servicios sin alquiler de  vivienda	2003	.
Navarra	Servicios sin alquiler de  vivienda	2002	.
Navarra	Carburantes y combustibles	2006	65,203
Navarra	Carburantes y combustibles	2005	62,374
Navarra	Carburantes y combustibles	2004	62,374
Navarra	Carburantes y combustibles	2003	.
Navarra	Carburantes y combustibles	2002	.
Navarra	Bienes industriales duraderos	2006	150,446
Navarra	Bienes industriales duraderos	2005	149,073
Navarra	Bienes industriales duraderos	2004	149,073
Navarra	Bienes industriales duraderos	2003	.
Navarra	Bienes industriales duraderos	2002	.
Navarra	Productos energeticos	2006	86,161
Navarra	Productos energeticos	2005	83,763
Navarra	Productos energeticos	2004	83,763
Navarra	Productos energeticos	2003	.
Navarra	Productos energeticos	2002	.
Navarra	General sin alimentos, bebidas y tabaco	2006	781,944
Navarra	General sin alimentos, bebidas y tabaco	2005	778,519
Navarra	General sin alimentos, bebidas y tabaco	2004	778,519
Navarra	General sin alimentos, bebidas y tabaco	2003	.
