Índice de Precios de Consumo (IPC)
Indice de Precios de Consumo. Ponderaciones
Comunidades Autónomas por grupos especiales
Unidades: ?

,2006,2005,2004,2003,2002,
    General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda,358,700,362,229,362,229,.,.,
    Bienes industriales no duraderos,251,845,256,475,256,475,.,.,
    General sin tabaco,978,775,978,023,978,023,.,.,
    Alimentos y bebidas,201,711,205,267,205,267,.,.,
    Alimentos elaborados,102,491,103,026,103,026,.,.,
    Bienes industriales sin energia,338,544,341,600,341,600,.,.,
    Servicios (con alquiler de vivienda),418,364,410,526,410,526,.,.,
    Alimentos, bebida y tabaco,222,937,227,244,227,244,.,.,
    Alimentos sin elaboración y productos energéticos,173,027,173,598,173,598,.,.,
    Bienes industriales sin productos energéticos,268,143,273,637,273,637,.,.,
Murcia (Comunidad),
    Alimentos con elaboración, bebidas y tabaco,188,516,190,441,190,441,.,.,
    Alimentos sin elaboración,73,449,75,532,75,532,.,.,
    Bienes industriales,408,110,411,011,411,011,.,.,
    Servicios sin alquiler de  vivienda,313,889,307,205,307,205,.,.,
    Carburantes y combustibles,74,403,71,112,71,112,.,.,
    Bienes industriales duraderos,120,718,119,437,119,437,.,.,
    Productos energeticos,93,569,90,672,90,672,.,.,
    General sin alimentos, bebidas y tabaco,738,035,734,027,734,027,.,.,
    General sin alquiler de vivienda,983,964,984,189,984,189,.,.,
    General sin carburantes ni combustibles,925,597,928,888,928,888,.,.,
    General sin productos energeticos,906,431,909,328,909,328,.,.,
    General sin alimentos no elaborados ni productos energeticos,832,982,833,796,833,796,.,.,
    General sin servicios (incluye alquiler de vivienda),686,111,692,795,692,795,.,.,
    General sin servicios ni alquiler de vivienda,670,075,676,984,676,984,.,.,
    General sin alimentos,bebidas,tabaco ni alquiler de vivienda,721,999,718,216,718,216,.,.,
    General sin alimentos,bebidas,tabaco,carburante ni combustible,663,633,662,914,662,914,.,.,
    General sin alimentos,bebidas,tabaco ni productos energéticos,644,466,643,354,643,354,.,.,
    General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.),424,146,426,822,426,822,.,.,
    General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda,408,110,411,011,411,011,.,.,
    Bienes industriales no duraderos,287,392,291,574,291,574,.,.,
    General sin tabaco,971,452,970,525,970,525,.,.,
    Alimentos y bebidas,233,416,236,498,236,498,.,.,
    Alimentos elaborados,133,171,133,634,133,634,.,.,
    Bienes industriales sin energia,388,944,391,451,391,451,.,.,
    Servicios (con alquiler de vivienda),329,925,323,016,323,016,.,.,
    Alimentos, bebida y tabaco,261,965,265,973,265,973,.,.,
    Alimentos sin elaboración y productos energéticos,167,018,166,204,166,204,.,.,
    Bienes industriales sin productos energéticos,314,541,320,338,320,338,.,.,
Navarra,
    Alimentos con elaboración, bebidas y tabaco,143,501,144,871,144,871,.,.,
    Alimentos sin elaboración,74,555,76,610,76,610,.,.,
    Bienes industriales,426,565,430,601,430,601,.,.,
    Servicios sin alquiler de  vivienda,343,676,336,380,336,380,.,.,
    Carburantes y combustibles,65,203,62,374,62,374,.,.,
    Bienes industriales duraderos,150,446,149,073,149,073,.,.,
    Productos energeticos,86,161,83,763,83,763,.,.,
    General sin alimentos, bebidas y tabaco,781,944,778,519,778,519,.,.,
    General sin alquiler de vivienda,988,298,988,463,988,463,.,.,
    General sin carburantes ni combustibles,934,797,937,626,937,626,.,.,
    General sin productos energeticos,913,839,916,237,916,237,.,.,
    General sin alimentos no elaborados ni productos energeticos,839,284,839,627,839,627,.,.,
    General sin servicios (incluye alquiler de vivienda),656,324,663,620,663,620,.,.,
    General sin servicios ni alquiler de vivienda,644,621,652,082,652,082,.,.,
    General sin alimentos,bebidas,tabaco ni alquiler de vivienda,770,242,766,982,766,982,.,.,
    General sin alimentos,bebidas,tabaco,carburante ni combustible,716,741,716,145,716,145,.,.,
    General sin alimentos,bebidas,tabaco ni productos energéticos,695,782,694,756,694,756,.,.,
    General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.),438,267,442,139,442,139,.,.,
    General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda,426,565,430,601,430,601,.,.,
    Bienes industriales no duraderos,276,120,281,528,281,528,.,.,
    General sin tabaco,982,755,982,196,982,196,.,.,
    Alimentos y bebidas,200,811,203,677,203,677,.,.,
    Alimentos elaborados,109,650,109,818,109,818,.,.,
    Bienes industriales sin energia,405,607,409,212,409,212,.,.,
    Servicios (con alquiler de vivienda),355,379,347,918,347,918,.,.,
    Alimentos, bebida y tabaco,218,056,221,481,221,481,.,.,
    Alimentos sin elaboración y productos energéticos,160,716,160,373,160,373,.,.,
    Bienes industriales sin productos energéticos,340,404,346,838,346,838,.,.,
País Vasco,
    Alimentos con elaboración, bebidas y tabaco,155,837,157,602,157,602,.,.,
    Alimentos sin elaboración,85,288,87,586,87,586,.,.,
    Bienes industriales,371,744,375,452,375,452,.,.,
    Servicios sin alquiler de  vivienda,373,354,365,774,365,774,.,.,
    Carburantes y combustibles,60,451,58,209,58,209,.,.,
    Bienes industriales duraderos,115,158,113,922,113,922,.,.,
    Productos energeticos,85,648,83,925,83,925,.,.,
    General sin alimentos, bebidas y tabaco,758,876,754,812,754,812,.,.,
    General sin alquiler de vivienda,986,222,986,415,986,415,.,.,
    General sin carburantes ni combustibles,939,549,941,791,941,791,.,.,
    General sin productos energeticos,914,352,916,075,916,075,.,.,
    General sin alimentos no elaborados ni productos energeticos,829,064,828,489,828,489,.,.,
    General sin servicios (incluye alquiler de vivienda),626,646,634,226,634,226,.,.,
    General sin servicios ni alquiler de vivienda,612,868,620,641,620,641,.,.,
    General sin alimentos,bebidas,tabaco ni alquiler de vivienda,745,098,741,227,741,227,.,.,
    General sin alimentos,bebidas,tabaco,carburante ni combustible,698,425,696,603,696,603,.,.,
    General sin alimentos,bebidas,tabaco ni productos energéticos,673,228,670,887,670,887,.,.,
    General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.),385,522,389,037,389,037,.,.,
    General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda,371,744,375,452,375,452,.,.,
    Bienes industriales no duraderos,256,586,261,530,261,530,.,.,
    General sin tabaco,981,523,980,922,980,922,.,.,
    Alimentos y bebidas,222,647,226,111,226,111,.,.,
    Alimentos elaborados,119,629,120,087,120,087,.,.,
    Bienes industriales sin energia,346,546,349,736,349,736,.,.,
    Servicios (con alquiler de vivienda),387,132,379,359,379,359,.,.,
    Alimentos, bebida y tabaco,241,124,245,188,245,188,.,.,
    Alimentos sin elaboración y productos energéticos,170,936,171,511,171,511,.,.,
    Bienes industriales sin productos energéticos,286,095,291,527,291,527,.,.,
La Rioja,
    Alimentos con elaboración, bebidas y tabaco,166,544,168,243,168,243,.,.,
    Alimentos sin elaboración,93,288,95,837,95,837,.,.,
    Bienes industriales,383,838,387,491,387,491,.,.,
    Servicios sin alquiler de  vivienda,346,292,338,536,338,536,.,.,
    Carburantes y combustibles,67,340,65,081,65,081,.,.,
    Bienes industriales duraderos,116,375,115,073,115,073,.,.,
    Productos energeticos,96,647,94,977,94,977,.,.,
    General sin alimentos, bebidas y tabaco,740,168,735,919,735,919,.,.,
    General sin alquiler de vivienda,989,962,990,107,990,107,.,.,
    General sin carburantes ni combustibles,932,660,934,919,934,919,.,.,
    General sin productos energeticos,903,353,905,023,905,023,.,.,
    General sin alimentos no elaborados ni productos energeticos,810,065,809,186,809,186,.,.,
    General sin servicios (incluye alquiler de vivienda),653,708,661,464,661,464,.,.,
    General sin servicios ni alquiler de vivienda,643,670,651,571,651,571,.,.,
    General sin alimentos,bebidas,tabaco ni alquiler de vivienda,730,130,726,027,726,027,.,.,
    General sin alimentos,bebidas,tabaco,carburante ni combustible,672,829,670,838,670,838,.,.,
    General sin alimentos,bebidas,tabaco ni productos energéticos,643,522,640,942,640,942,.,.,
    General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.),393,876,397,383,397,383,.,.,
    General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda,383,838,387,491,387,491,.,.,
    Bienes industriales no duraderos,267,463,272,418,272,418,.,.,
    General sin tabaco,977,067,976,333,976,333,.,.,
    Alimentos y bebidas,236,899,240,414,240,414,.,.,
    Alimentos elaborados,123,431,123,579,123,579,.,.,
    Bienes industriales sin energia,354,531,357,595,357,595,.,.,
    Servicios (con alquiler de vivienda),356,330,348,429,348,429,.,.,
    Alimentos, bebida y tabaco,259,832,264,081,264,081,.,.,
    Alimentos sin elaboración y productos energéticos,189,935,190,814,190,814,.,.,
    Bienes industriales sin productos energéticos,287,191,292,513,292,513,.,.,
Ceuta Y Melilla,
    Alimentos con elaboración, bebidas y tabaco,212,931,214,268,214,268,.,.,
    Alimentos sin elaboración,127,621,130,813,130,813,.,.,
    Bienes industriales,351,377,356,238,356,238,.,.,
    Servicios sin alquiler de  vivienda,263,249,254,654,254,654,.,.,
    Carburantes y combustibles,47,618,45,456,45,456,.,.,
    Bienes industriales duraderos,67,260,66,250,66,250,.,.,
    Productos energeticos,70,463,68,684,68,684,.,.,
    General sin alimentos, bebidas y tabaco,659,447,654,919,654,919,.,.,
    General sin alquiler de vivienda,955,179,955,973,955,973,.,.,
    General sin carburantes ni combustibles,952,382,954,544,954,544,.,.,
    General sin productos energeticos,929,537,931,316,931,316,.,.,
    General sin alimentos no elaborados ni productos energeticos,801,916,800,503,800,503,.,.,
    General sin servicios (incluye alquiler de vivienda),736,751,745,346,745,346,.,.,
    General sin servicios ni alquiler de vivienda,691,930,701,319,701,319,.,.,
    General sin alimentos,bebidas,tabaco ni alquiler de vivienda,614,626,610,892,610,892,.,.,
    General sin alimentos,bebidas,tabaco,carburante ni combustible,611,829,609,463,609,463,.,.,
    General sin alimentos,bebidas,tabaco ni productos energéticos,588,985,586,235,586,235,.,.,
    General sin alimentos,bebidas,tabaco ni servicios (Inc.alquier de viv.),396,198,400,265,400,265,.,.,
    General sin alimentos,bebidas,tabaco,servicios ni alquiler de vivienda,351,377,356,238,356,238,.,.,
    Bienes industriales no duraderos,284,117,289,988,289,988,.,.,
    General sin tabaco,961,837,960,744,960,744,.,.,
    Alimentos y bebidas,302,390,305,825,305,825,.,.,
    Alimentos elaborados,145,583,145,260,145,260,.,.,
    Bienes industriales sin energia,328,532,333,010,333,010,.,.,
    Servicios (con alquiler de vivienda),308,070,298,681,298,681,.,.,
    Alimentos, bebida y tabaco,340,553,345,081,345,081,.,.,
    Alimentos sin elaboración y productos energéticos,198,084,199,497,199,497,.,.,
    Bienes industriales sin productos energéticos,280,914,287,554,287,554,.,.,
Notas:

.Dato protegido por secreto estadístico
1) Las ponderaciones en vigor durante el a±o 2005 son las mismas del a±o 2004
Fuente: Instituto Nacional de Estadística
